Localizzazione1,STRADA1,Localizzazione2,STRADA2,Strada02,DaSpecificare,NUM_FERITI,NUM_RISERVATA,NUM_MORTI,NUM_ILLESI,Longitudine,Latitudine,TipoVeicolo,StatoVeicolo,Marca,Modello,Deceduto,DecedutoDopo
Strada Urbana,VIALE DELLA MOSCHEA,da specificare,,,prossimit� fronte Via A. Magnani,0,0,0,3,12.49508,41.93413,Autovettura di polizia,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA ACHILLE BENEDETTI,all'intersezione con,VIA FILIPPO MEDA,VIA FILIPPO MEDA,,1,0,0,1,12.54354,41.91322,Autovettura privata,In marcia / fermata / arresto,Alfa Lancia,Y,0,
Strada Urbana,VIA ACHILLE BENEDETTI,all'intersezione con,VIA FILIPPO MEDA,VIA FILIPPO MEDA,,1,0,0,1,12.54354,41.91322,Motociclo a solo,In marcia / fermata / arresto,Yamaha,Majesty,0,NON DECEDUTO
Strada Urbana,VIA DEI QUINTILI,da specificare,,,altezza  VIA DIANA,1,0,0,1,12.54650,41.86710,Autovettura privata,In marcia / fermata / arresto,Nissan,QASHQAI,0,NON DECEDUTO
Strada Urbana,VIA DEI QUINTILI,da specificare,,,altezza  VIA DIANA,1,0,0,1,12.54650,41.86710,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Peugeot,Boxer,0,
Strada Urbana,VIA GIORGIO PITACCO,all'intersezione con,VIA SILVIO BENCO,VIA SILVIO BENCO,,1,0,0,4,12.54748,41.89470,Autovettura privata,In marcia / fermata / arresto,Ford,Kuga,0,
Strada Urbana,VIA GIORGIO PITACCO,all'intersezione con,VIA SILVIO BENCO,VIA SILVIO BENCO,,1,0,0,4,12.54748,41.89470,Autovettura privata,In marcia / fermata / arresto,Ford,Kuga,0,
Strada Urbana,VIA GIORGIO PITACCO,all'intersezione con,VIA SILVIO BENCO,VIA SILVIO BENCO,,1,0,0,4,12.54748,41.89470,Autovettura privata,In marcia / fermata / arresto,Ford,Focus,0,
Strada Urbana,VIA GIORGIO PITACCO,all'intersezione con,VIA SILVIO BENCO,VIA SILVIO BENCO,,1,0,0,4,12.54748,41.89470,Autovettura privata,In marcia / fermata / arresto,Ford,Focus,0,NON DECEDUTO
Strada Urbana,VIA GIORGIO PITACCO,all'intersezione con,VIA SILVIO BENCO,VIA SILVIO BENCO,,1,0,0,4,12.54748,41.89470,Autovettura privata,In marcia / fermata / arresto,Ford,Focus,0,
Strada Urbana,VIA OSTIENSE,in prossimit�,,del civico n.,,0,0,0,1,12.47866,41.86534,Autovettura privata,In marcia / fermata / arresto,Nissan,Juke,0,
Strada Urbana,VIA ARDEATINA,in prossimit�,,del civico n.,,1,0,0,0,12.51763,41.83299,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,75 T SPARK,0,NON DECEDUTO
Strada Urbana,VIA APPIA PIGNATELLI,in prossimit�,,del palo luce n.,,1,0,0,2,12.51983,41.85718,Autovettura privata,In marcia / fermata / arresto,Hyundai,Atos Prime,0,NON DECEDUTO
Strada Urbana,VIA APPIA PIGNATELLI,in prossimit�,,del palo luce n.,,1,0,0,2,12.51983,41.85718,Autovettura privata,In marcia / fermata / arresto,Opel,Astra,0,
Strada Urbana,VIA APPIA PIGNATELLI,in prossimit�,,del palo luce n.,,1,0,0,2,12.51983,41.85718,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Ford,Transit,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,VIA OROPA,VIA OROPA,,0,0,0,1,12.48071,41.84762,Autovettura privata,In marcia / fermata / arresto,Smart ,ForTwo Coup�,0,
Strada Urbana,VIA OSTIENSE,in prossimit�,,del civico n.,,1,0,0,1,12.48058,41.87284,Motociclo con passeggero,In marcia / fermata / arresto,Piaggio - Gilera,(non accertato),0,
Strada Urbana,VIA OSTIENSE,in prossimit�,,del civico n.,,1,0,0,1,12.48058,41.87284,Motociclo con passeggero,In marcia / fermata / arresto,Piaggio - Gilera,(non accertato),0,NON DECEDUTO
Strada Urbana,VIA ODERISI DA GUBBIO,in prossimit�,,del civico n.,,0,0,0,3,12.46501,41.86492,Motociclo con passeggero,In marcia / fermata / arresto,Honda,Forza,0,
Strada Urbana,VIA ODERISI DA GUBBIO,in prossimit�,,del civico n.,,0,0,0,3,12.46501,41.86492,Motociclo con passeggero,In marcia / fermata / arresto,Honda,Forza,0,
Strada Urbana,VIA ODERISI DA GUBBIO,in prossimit�,,del civico n.,,0,0,0,3,12.46501,41.86492,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,PIAZZA DEL PARLAMENTO,all'intersezione con,VIA DELLA MISSIONE,VIA DELLA MISSIONE,,1,0,0,1,12.47817,41.90242,Motociclo a solo,In marcia / fermata / arresto,Honda,SH150,0,NON DECEDUTO
Strada Urbana,PIAZZA DEL PARLAMENTO,all'intersezione con,VIA DELLA MISSIONE,VIA DELLA MISSIONE,,1,0,0,1,12.47817,41.90242,Autovettura pubblica,In marcia / fermata / arresto,Toyota,prius,0,
Strada Urbana,CIRCONVALLAZIONE AURELIA,in prossimit�,,del civico n.,,0,0,0,3,12.42838,41.89639,Autovettura privata,In marcia / fermata / arresto,Chevrolet,spark,0,
Strada Urbana,CIRCONVALLAZIONE AURELIA,in prossimit�,,del civico n.,,0,0,0,3,12.42838,41.89639,Autovettura privata,In marcia / fermata / arresto,Honda,CR-V,0,
Strada Urbana,CIRCONVALLAZIONE AURELIA,in prossimit�,,del civico n.,,0,0,0,3,12.42838,41.89639,Autovettura privata,In marcia / fermata / arresto,Honda,CR-V,0,
Strada Urbana,VIA DI TORREVECCHIA,all'intersezione con,VIA CESARE LOMBROSO,VIA CESARE LOMBROSO,,2,0,0,2,12.41977,41.93405,Autovettura privata,In marcia / fermata / arresto,Audi,A 3,0,
Strada Urbana,VIA DI TORREVECCHIA,all'intersezione con,VIA CESARE LOMBROSO,VIA CESARE LOMBROSO,,2,0,0,2,12.41977,41.93405,Autovettura privata,In marcia / fermata / arresto,Audi,A 3,0,
Strada Urbana,VIA DI TORREVECCHIA,all'intersezione con,VIA CESARE LOMBROSO,VIA CESARE LOMBROSO,,2,0,0,2,12.41977,41.93405,Motociclo con passeggero,In marcia / fermata / arresto,Peugeot,Tweet,0,NON DECEDUTO
Strada Urbana,VIA DI TORREVECCHIA,all'intersezione con,VIA CESARE LOMBROSO,VIA CESARE LOMBROSO,,2,0,0,2,12.41977,41.93405,Motociclo con passeggero,In marcia / fermata / arresto,Peugeot,Tweet,0,NON DECEDUTO
Strada Urbana,PIAZZA IRNERIO,all'intersezione semaforizzata con,VIA DI BOCCEA,VIA DI BOCCEA,,0,0,0,3,12.42945,41.89848,Autovettura privata,In marcia / fermata / arresto,Toyota,Avensis,0,
Strada Urbana,PIAZZA IRNERIO,all'intersezione semaforizzata con,VIA DI BOCCEA,VIA DI BOCCEA,,0,0,0,3,12.42945,41.89848,Autovettura privata,In marcia / fermata / arresto,Toyota,Avensis,0,
Strada Urbana,PIAZZA IRNERIO,all'intersezione semaforizzata con,VIA DI BOCCEA,VIA DI BOCCEA,,0,0,0,3,12.42945,41.89848,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf,0,
Strada Urbana,VIA DELLA PENNA,in prossimit�,,del civico n.,,0,0,0,3,12.47399,41.90950,Autovettura privata,In marcia / fermata / arresto,Renault,New Laguna,0,
Strada Urbana,VIA DELLA PENNA,in prossimit�,,del civico n.,,0,0,0,3,12.47399,41.90950,Autovettura privata,In marcia / fermata / arresto,Nissan,Pixo,0,
Strada Urbana,VIA DELLA PENNA,in prossimit�,,del civico n.,,0,0,0,3,12.47399,41.90950,Autovettura privata,In marcia / fermata / arresto,Mercedes,200,0,
Strada Urbana,VIA ANDREA BARBATO,all'intersezione con,VIA RUGGERO ORLANDO,VIA RUGGERO ORLANDO,,1,0,0,2,12.40096,41.93009,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA ANDREA BARBATO,all'intersezione con,VIA RUGGERO ORLANDO,VIA RUGGERO ORLANDO,,1,0,0,2,12.40096,41.93009,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA ANDREA BARBATO,all'intersezione con,VIA RUGGERO ORLANDO,VIA RUGGERO ORLANDO,,1,0,0,2,12.40096,41.93009,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe B 180,0,NON DECEDUTO
Strada Urbana,VIA AURELIA,da specificare,,,in prossimit� intersezione Ciriaci Richelmy,0,0,0,2,12.44255,41.89869,Autovettura privata,In marcia / fermata / arresto,Ford,C - MAX,0,
Strada Urbana,VIA AURELIA,da specificare,,,in prossimit� intersezione Ciriaci Richelmy,0,0,0,2,12.44255,41.89869,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra,0,
Strada Urbana,VIA DEL TRULLO,da specificare,,,in corrispondenza Via del Tempio di Dia,0,0,0,4,12.43676,41.84305,Autobus urbano,In marcia / fermata / arresto,Mercedes,CITARO,0,
Strada Urbana,VIA DEL TRULLO,da specificare,,,in corrispondenza Via del Tempio di Dia,0,0,0,4,12.43676,41.84305,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA DEL TRULLO,da specificare,,,in corrispondenza Via del Tempio di Dia,0,0,0,4,12.43676,41.84305,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA DEL TRULLO,da specificare,,,in corrispondenza Via del Tempio di Dia,0,0,0,4,12.43676,41.84305,Autovettura privata,In marcia / fermata / arresto,Citroen,Xsara,0,
Strada Urbana,VIA MANFREDONIA,in prossimit�,,del civico n.,,0,0,0,4,12.57649,41.89075,Autovettura privata,In marcia / fermata / arresto,Citroen,C 2,0,
Strada Urbana,VIA MANFREDONIA,in prossimit�,,del civico n.,,0,0,0,4,12.57649,41.89075,Autovettura privata,In marcia / fermata / arresto,Citroen,C 2,0,
Strada Urbana,VIA MANFREDONIA,in prossimit�,,del civico n.,,0,0,0,4,12.57649,41.89075,Autovettura privata,In marcia / fermata / arresto,Citroen,C 2,0,
Strada Urbana,VIA MANFREDONIA,in prossimit�,,del civico n.,,0,0,0,4,12.57649,41.89075,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIALE PALMIRO TOGLIATTI,in prossimit�,,del civico n.,,0,0,0,3,12.57467,41.89226,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIALE PALMIRO TOGLIATTI,in prossimit�,,del civico n.,,0,0,0,3,12.57467,41.89226,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIALE PALMIRO TOGLIATTI,in prossimit�,,del civico n.,,0,0,0,3,12.57467,41.89226,Autovettura privata,In marcia / fermata / arresto,Citroen,C 2,0,
Strada Urbana,VIA DI TOR TRE TESTE,all'intersezione con,VIA PRENESTINA,VIA PRENESTINA,,0,0,0,2,12.59093,41.89053,Motociclo a solo,In marcia / fermata / arresto,Piaggio,M 19,0,
Strada Urbana,VIA DI TOR TRE TESTE,all'intersezione con,VIA PRENESTINA,VIA PRENESTINA,,0,0,0,2,12.59093,41.89053,Autovettura privata,In marcia / fermata / arresto,Ford,EcoSport,0,
Strada Urbana,VIA DEI GELSI,all'intersezione con,VIALE DELLE ORCHIDEE,VIALE DELLE ORCHIDEE,,0,0,0,2,12.56906,41.88926,Autovettura privata,In marcia / fermata / arresto,Lancia,Musa,0,
Strada Urbana,VIA DEI GELSI,all'intersezione con,VIALE DELLE ORCHIDEE,VIALE DELLE ORCHIDEE,,0,0,0,2,12.56906,41.88926,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf,0,
Strada Urbana,VIALE DELL'UNIVERSITA',da specificare,,,PROSSIMITA' VIA DEL CASTRO LAURENZIANO,0,0,0,3,12.51179,41.90433,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIALE DELL'UNIVERSITA',da specificare,,,PROSSIMITA' VIA DEL CASTRO LAURENZIANO,0,0,0,3,12.51179,41.90433,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIALE DELL'UNIVERSITA',da specificare,,,PROSSIMITA' VIA DEL CASTRO LAURENZIANO,0,0,0,3,12.51179,41.90433,Motociclo a solo,In marcia / fermata / arresto,Honda,sh300,0,
Strada Urbana,VIA TIBURTINA,in prossimit�,,del civico n.,,0,0,0,2,12.51658,41.89944,Autovettura privata,In marcia / fermata / arresto,Ford,KA,0,
Strada Urbana,VIA TIBURTINA,in prossimit�,,del civico n.,,0,0,0,2,12.51658,41.89944,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIADOTTO DELLA MAGLIANA,da specificare,,,alt. rampa immissione da V.della Magliana dir.Eur,0,0,0,6,12.46325,41.84187,Autovettura privata,In marcia / fermata / arresto,Hyundai,(non accertato),0,
Strada Urbana,VIADOTTO DELLA MAGLIANA,da specificare,,,alt. rampa immissione da V.della Magliana dir.Eur,0,0,0,6,12.46325,41.84187,Autovettura privata,In marcia / fermata / arresto,Hyundai,(non accertato),0,
Strada Urbana,VIADOTTO DELLA MAGLIANA,da specificare,,,alt. rampa immissione da V.della Magliana dir.Eur,0,0,0,6,12.46325,41.84187,Autovettura privata,In marcia / fermata / arresto,Hyundai,(non accertato),0,
Strada Urbana,VIADOTTO DELLA MAGLIANA,da specificare,,,alt. rampa immissione da V.della Magliana dir.Eur,0,0,0,6,12.46325,41.84187,Autovettura privata,In marcia / fermata / arresto,Hyundai,(non accertato),0,
Strada Urbana,VIADOTTO DELLA MAGLIANA,da specificare,,,alt. rampa immissione da V.della Magliana dir.Eur,0,0,0,6,12.46325,41.84187,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIADOTTO DELLA MAGLIANA,da specificare,,,alt. rampa immissione da V.della Magliana dir.Eur,0,0,0,6,12.46325,41.84187,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIADOTTO DELLA MAGLIANA,da specificare,,,prox. sottovia Via della Magliana,0,0,0,3,12.46325,41.84187,Autovettura privata,In marcia / fermata / arresto,Suzuki,Swift,0,
Strada Urbana,VIADOTTO DELLA MAGLIANA,da specificare,,,prox. sottovia Via della Magliana,0,0,0,3,12.46325,41.84187,Autovettura privata,In marcia / fermata / arresto,Suzuki,Swift,0,
Strada Urbana,VIADOTTO DELLA MAGLIANA,da specificare,,,prox. sottovia Via della Magliana,0,0,0,3,12.46325,41.84187,Autovettura privata,In marcia / fermata / arresto,Suzuki,Maruti,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,LARGO ANGELO FOCHETTI,LARGO ANGELO FOCHETTI,,0,0,0,4,12.49611,41.86731,Autovettura privata,In marcia / fermata / arresto,Suzuki,Gran Vitara,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,LARGO ANGELO FOCHETTI,LARGO ANGELO FOCHETTI,,0,0,0,4,12.49611,41.86731,Autovettura privata,In marcia / fermata / arresto,Suzuki,Gran Vitara,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,LARGO ANGELO FOCHETTI,LARGO ANGELO FOCHETTI,,0,0,0,4,12.49611,41.86731,Autovettura privata,In marcia / fermata / arresto,Suzuki,Gran Vitara,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,LARGO ANGELO FOCHETTI,LARGO ANGELO FOCHETTI,,0,0,0,4,12.49611,41.86731,Autovettura privata,In marcia / fermata / arresto,Alfa Lancia,Y,0,
Strada Urbana,VIALE MARESCIALLO PILSUDSKI,in prossimit�,,del civico n.,,0,0,0,2,12.47307,41.92537,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo,0,
Strada Urbana,VIALE MARESCIALLO PILSUDSKI,in prossimit�,,del civico n.,,0,0,0,2,12.47307,41.92537,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Provinciale entro l'abitato,VIA PRENESTINA,da specificare,,,congiunzione rotatoria Prenestina Bis,0,0,0,1,12.58158,41.89371,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,147,0,
Strada Urbana,VIA FAENZA,all'intersezione semaforizzata con,VIA TARANTO,VIA TARANTO,,1,0,0,2,12.51140,41.88526,Motociclo con passeggero,In marcia / fermata / arresto,Yamaha,TDM 900,0,NON DECEDUTO
Strada Urbana,VIA FAENZA,all'intersezione semaforizzata con,VIA TARANTO,VIA TARANTO,,1,0,0,2,12.51140,41.88526,Motociclo con passeggero,In marcia / fermata / arresto,Yamaha,TDM 900,0,
Strada Urbana,VIA FAENZA,all'intersezione semaforizzata con,VIA TARANTO,VIA TARANTO,,1,0,0,2,12.51140,41.88526,Autobus di linea,In marcia / fermata / arresto,Evobus,(ignoto),0,
Strada Urbana,VIA FAENZA,all'intersezione semaforizzata con,VIA TARANTO,VIA TARANTO,,1,0,0,1,12.51129,41.88523,Motociclo a solo,In marcia / fermata / arresto,Yamaha,X MAX 250,0,NON DECEDUTO
Strada Urbana,VIA FAENZA,all'intersezione semaforizzata con,VIA TARANTO,VIA TARANTO,,1,0,0,1,12.51129,41.88523,Autobus di linea,In marcia / fermata / arresto,Evobus,(ignoto),0,
Strada Urbana,VIA CIRO DA URBINO,in corrispondenza,,del civico n.,,0,0,0,2,12.54105,41.87805,Autovettura privata,In marcia / fermata / arresto,Volkswagen,LT 35,0,
Strada Urbana,VIA CIRO DA URBINO,in corrispondenza,,del civico n.,,0,0,0,2,12.54105,41.87805,Autovettura privata,In marcia / fermata / arresto,Opel,Tigra,0,
Strada Urbana,VIA DI ACQUA BULLICANTE,in prossimit�,,del civico n.,,0,0,0,3,12.54188,41.89166,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA DI ACQUA BULLICANTE,in prossimit�,,del civico n.,,0,0,0,3,12.54188,41.89166,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra,0,
Strada Urbana,VIA DI ACQUA BULLICANTE,in prossimit�,,del civico n.,,0,0,0,3,12.54188,41.89166,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra,0,
Strada Urbana,VIA GIOVANNI DE AGOSTINI,in prossimit�,,del civico n.,,0,0,0,1,12.53032,41.88638,Autovettura privata,In marcia / fermata / arresto,Renault,Megane,0,
Strada Urbana,VIALE DI TOR DI QUINTO,in prossimit�,,del civico n.,,0,0,0,1,12.48645,41.94579,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon,0,
Strada Urbana,VIALE DI TOR DI QUINTO,in corrispondenza,,del civico n.,,1,0,0,1,12.48641,41.94516,Autovettura privata,In marcia / fermata / arresto,Chrysler,PT Cruiser,0,
Strada Urbana,VIALE DI TOR DI QUINTO,in corrispondenza,,del civico n.,,1,0,0,1,12.48641,41.94516,Autovettura privata,In marcia / fermata / arresto,Daimler,Smart,0,NON DECEDUTO
Strada Urbana,VIALE ANTONINO DI SAN GIULIANO,all'intersezione con,VIA DEI ROBILANT,VIA DEI ROBILANT,,1,0,0,1,12.46051,41.93720,Autovettura privata,In marcia / fermata / arresto,Daimler,Smart,0,
Strada Urbana,VIALE ANTONINO DI SAN GIULIANO,all'intersezione con,VIA DEI ROBILANT,VIA DEI ROBILANT,,1,0,0,1,12.46051,41.93720,Motociclo a solo,In marcia / fermata / arresto,Kymco,AGILITY,0,NON DECEDUTO
Strada Urbana,VIA DEI COLLI DELLA FARNESINA,da specificare,,,altezza VIA GIUSEPPE VACCARI,0,0,0,1,12.45743,41.94126,Autovettura privata,In marcia / fermata / arresto,Citroen,C 1,0,
Regionale entro l'abitato,VIA FLAMINIA NUOVA,in corrispondenza,,del civico n.,,0,0,0,5,12.49637,41.90278,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Regionale entro l'abitato,VIA FLAMINIA NUOVA,in corrispondenza,,del civico n.,,0,0,0,5,12.49637,41.90278,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Regionale entro l'abitato,VIA FLAMINIA NUOVA,in corrispondenza,,del civico n.,,0,0,0,5,12.49637,41.90278,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Regionale entro l'abitato,VIA FLAMINIA NUOVA,in corrispondenza,,del civico n.,,0,0,0,5,12.49637,41.90278,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Regionale entro l'abitato,VIA FLAMINIA NUOVA,in corrispondenza,,del civico n.,,0,0,0,5,12.49637,41.90278,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA DI GROTTAROSSA,in prossimit�,,del civico n.,,1,0,0,0,12.44062,41.97305,,,,,0,NON DECEDUTO
Strada Urbana,VIA FRANCESCO PALLAVICINI,in corrispondenza,,del civico n.,,0,0,0,1,12.45413,41.85907,Autovettura privata,In marcia / fermata / arresto,Dacia,Sandero,0,
,VIA DELLA MAGLIANA,da specificare,,,FRONTE VIA CAPRESE,1,0,0,0,12.42401,41.83394,Motociclo a solo,In marcia / fermata / arresto,Yamaha,Fazer,0,NON DECEDUTO
Strada Urbana,VIA DELLE TRE FONTANE,da specificare,,,in prossimit� VIA DELL'AGRICOLTURA,1,0,0,1,12.47272,41.83961,,,,,0,NON DECEDUTO
Strada Urbana,VIA DELLE TRE FONTANE,da specificare,,,in prossimit� VIA DELL'AGRICOLTURA,1,0,0,1,12.47272,41.83961,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf,0,
Strada Urbana,VIA GABRIELLO CHIABRERA,in prossimit�,,del civico n.,,0,0,0,1,12.47934,41.85525,Autovettura privata,In marcia / fermata / arresto,Fiat,Freemont,0,
Strada Urbana,VIA MUZIO SCEVOLA,all'intersezione con,VIA CAMILLA,VIA CAMILLA,,0,0,0,3,12.52581,41.87562,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz,0,
Strada Urbana,VIA MUZIO SCEVOLA,all'intersezione con,VIA CAMILLA,VIA CAMILLA,,0,0,0,3,12.52581,41.87562,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz,0,
Strada Urbana,VIA MUZIO SCEVOLA,all'intersezione con,VIA CAMILLA,VIA CAMILLA,,0,0,0,3,12.52581,41.87562,Autovettura privata,In marcia / fermata / arresto,Renault,Clio,0,
Strada Urbana,VIA IGINO GIORDANI,in prossimit�,,del civico n.,,0,0,0,2,12.56381,41.90697,Autovettura privata,In marcia / fermata / arresto,Peugeot,206,0,
Strada Urbana,VIA IGINO GIORDANI,in prossimit�,,del civico n.,,0,0,0,2,12.56381,41.90697,Autovettura privata,In marcia / fermata / arresto,Citroen,C4,0,
Strada Urbana,PIAZZALE GREGORIO VII,all'intersezione semaforizzata con,VIA DEL CROCIFISSO,VIA DEL CROCIFISSO,,1,0,0,1,12.45143,41.89889,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300,0,NON DECEDUTO
Strada Urbana,PIAZZALE GREGORIO VII,all'intersezione semaforizzata con,VIA DEL CROCIFISSO,VIA DEL CROCIFISSO,,1,0,0,1,12.45143,41.89889,Autovettura privata,In marcia / fermata / arresto,Renault,Clio,0,
Strada Urbana,LARGO VOLUMNIA,in prossimit�,,del civico n.,,0,0,0,1,12.53369,41.87178,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo,0,
Strada Urbana,VIA DELL'AEROPORTO,all'intersezione con,VIA FLAVIO STILICONE,VIA FLAVIO STILICONE,,0,0,0,3,12.55553,41.86185,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,Giulietta,0,
Strada Urbana,VIA DELL'AEROPORTO,all'intersezione con,VIA FLAVIO STILICONE,VIA FLAVIO STILICONE,,0,0,0,3,12.55553,41.86185,Autovettura di polizia,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA DELL'AEROPORTO,all'intersezione con,VIA FLAVIO STILICONE,VIA FLAVIO STILICONE,,0,0,0,3,12.55553,41.86185,Autovettura di polizia,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA DI PIETRALATA,all'intersezione con,VIA MESULA,VIA MESULA,,0,0,0,2,12.53495,41.92638,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA DI PIETRALATA,all'intersezione con,VIA MESULA,VIA MESULA,,0,0,0,2,12.53495,41.92638,Motociclo a solo,In marcia / fermata / arresto,Yamaha,100,0,
Strada Urbana,VIA DI SCORTICABOVE,da specificare,,,fronte prossimita' civico 136,0,0,0,3,12.58952,41.93581,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,VIA DI SCORTICABOVE,da specificare,,,fronte prossimita' civico 136,0,0,0,3,12.58952,41.93581,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,VIA DI SCORTICABOVE,da specificare,,,fronte prossimita' civico 136,0,0,0,3,12.58952,41.93581,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,NUOVA CIRCONVALLAZIONE INTERNA,da specificare,,,prossimit� uscita Tiburtina,0,0,0,2,12.53375,41.90907,Autovettura privata,In marcia / fermata / arresto,Renault,Twingo,0,
